Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
36434,87335,11,396,13721,13863,178,646,949.91,455.3,23,20.65,32.47,1,30,274.17,456.04,808,117,BENIGN
44602,2775,220,239,11922,3471,651,1178,806.16,394.39,36,34.36,20.54,54,0,621.0,349.17,592,444,BENIGN
44421,82825,309,384,5039,12041,582,473,49.97,35.64,36,47.99,17.22,62,11,255.63,128.75,747,446,BENIGN
10419,94706,314,90,3528,3576,140,134,275.81,41.92,37,30.71,23.66,23,6,130.31,351.26,293,202,MALICIOUS
46677,29839,113,293,6536,9614,996,1173,322.99,331.49,24,11.87,49.39,3,19,277.14,102.96,951,435,BENIGN
44394,30105,319,451,2591,3560,456,153,1250.31,10.93,30,26.77,27.4,41,9,517.87,275.65,776,120,MALICIOUS
45064,80474,198,149,1003,5211,284,1210,62.24,326.75,29,22.07,20.81,38,3,343.41,343.23,857,392,BENIGN
41792,25403,219,160,7289,11891,1440,1449,1234.82,92.16,35,69.33,12.09,63,19,697.22,205.25,797,239,BENIGN
42947,85328,371,275,11272,13991,349,1355,13.4,37.5,31,19.95,39.59,37,6,713.11,83.01,394,495,BENIGN
6076,63163,475,268,1973,12429,1284,619,711.95,377.84,21,12.34,7.8,76,4,923.43,418.97,842,297,MALICIOUS
42688,58933,11,358,6342,2855,337,591,191.44,229.36,31,45.78,1.0,9,28,218.7,67.89,534,55,MALICIOUS
21219,91635,255,149,10350,6669,839,1479,983.98,269.27,27,64.42,29.67,39,3,481.04,11.45,50,436,MALICIOUS
9962,62499,193,448,12348,10487,726,100,1035.65,150.15,27,3.53,28.74,16,44,122.15,368.04,4,64,MALICIOUS
48807,13711,408,210,956,13945,698,661,1273.29,363.3,32,50.25,48.09,46,24,558.57,119.31,449,118,MALICIOUS
5067,77765,357,486,5537,10217,488,674,1178.77,216.67,38,92.24,40.28,19,41,466.68,214.55,533,397,BENIGN
17397,46212,54,241,12921,3357,1132,583,1410.71,464.54,36,17.82,31.08,64,35,297.02,247.76,816,276,BENIGN
48470,11626,487,188,5834,11319,939,1339,191.95,453.54,36,75.01,2.13,76,3,358.92,117.79,461,193,BENIGN
51561,56412,169,227,13698,6108,156,1489,478.47,285.4,20,29.33,40.15,15,6,56.27,360.32,972,166,BENIGN
54539,42726,247,299,1337,4765,808,1134,745.97,178.15,39,6.18,17.53,53,29,853.52,441.55,691,346,BENIGN
4655,253,341,113,3662,4920,54,817,708.5,498.79,27,91.92,14.9,25,21,942.45,370.32,279,466,MALICIOUS
11880,3609,470,163,2392,3968,1026,970,671.75,484.55,28,94.8,15.3,26,39,326.75,388.98,558,116,BENIGN
19655,79709,5,354,12820,7269,614,299,1432.37,498.86,25,83.31,42.25,44,41,360.18,24.41,661,53,BENIGN
36614,73858,12,475,6321,6464,58,737,807.59,455.67,27,2.93,43.44,96,16,121.69,357.59,185,260,MALICIOUS
43029,70048,32,279,11748,2146,989,1208,50.23,383.04,22,82.88,49.35,13,15,167.92,230.02,539,109,BENIGN
33336,50313,131,20,12396,13817,693,326,1088.52,147.7,20,47.69,23.55,55,31,561.4,356.82,936,5,BENIGN
58935,20078,429,486,10397,11374,218,486,1193.88,328.56,32,49.37,47.19,30,40,484.71,74.74,984,183,BENIGN
64115,36817,111,97,14199,2282,10,658,682.23,414.65,35,57.28,49.67,57,47,310.37,306.19,212,266,BENIGN
11431,4631,241,48,9578,13659,990,986,659.7,121.59,20,9.44,18.62,81,35,981.08,34.99,593,132,BENIGN
6881,49619,39,164,13397,1708,1343,1054,564.1,114.11,35,58.3,29.09,56,43,75.66,252.86,701,488,BENIGN
8526,93045,459,173,12588,6546,798,106,322.99,352.06,34,78.77,39.18,9,17,152.12,361.86,894,434,MALICIOUS
62136,22069,98,220,11789,6880,555,1315,239.51,254.87,26,84.13,35.71,68,45,978.37,222.08,54,140,BENIGN
55415,36047,320,425,12731,1670,964,461,119.06,150.45,36,38.7,31.51,22,18,812.31,227.19,790,394,BENIGN
51973,43417,331,47,13819,12502,400,408,1100.71,327.76,30,37.34,46.93,22,40,55.98,173.1,292,399,BENIGN
1061,22940,61,471,1895,14863,710,19,882.02,334.38,21,35.71,24.48,26,24,933.48,210.03,712,493,MALICIOUS
56474,26562,356,180,12723,7379,177,1342,752.14,423.22,35,49.13,0.06,88,15,939.52,59.41,546,33,BENIGN
39758,42956,111,91,14474,2983,196,1413,644.0,249.41,25,35.01,44.13,32,43,80.93,349.49,306,4,BENIGN
18021,42134,45,400,791,12351,981,702,1398.5,113.5,26,68.11,16.28,23,40,113.41,21.79,389,13,BENIGN
10726,6194,193,308,9905,1356,604,599,128.03,267.42,33,49.14,22.75,93,2,9.36,374.8,435,71,BENIGN
26237,28892,464,473,5851,3683,1375,1338,1456.12,28.15,26,92.86,45.28,10,49,364.2,13.78,574,488,BENIGN
39708,82290,378,286,2677,4110,1345,822,277.79,469.32,29,36.36,33.63,80,46,519.05,428.2,8,58,BENIGN
30325,27300,286,137,6163,9226,696,320,1171.44,110.28,39,77.29,24.02,58,37,228.08,28.64,263,121,BENIGN
44857,67203,460,316,5523,13084,886,44,482.67,479.2,37,0.8,5.23,49,11,899.93,329.28,527,282,BENIGN
29826,132,24,106,4461,4436,697,102,318.14,395.68,29,39.16,18.57,0,43,688.26,126.11,477,327,BENIGN
28749,13482,149,468,13071,14027,245,1075,1359.01,368.12,38,72.95,48.24,88,6,156.67,86.38,182,194,BENIGN
50597,17697,188,483,10822,2303,1214,1072,468.09,172.59,21,75.47,1.92,34,6,878.88,42.13,335,303,BENIGN
52477,59615,244,332,3299,734,1401,1410,591.22,396.48,20,60.47,40.14,42,23,505.25,266.47,628,204,BENIGN
6686,89567,494,45,14561,6950,467,115,592.49,358.36,38,44.73,30.44,98,38,523.29,429.63,121,55,MALICIOUS
48675,65495,460,70,8325,11777,1447,772,812.74,457.08,36,40.37,32.9,23,14,871.81,223.95,171,243,BENIGN
14718,50681,254,27,2941,4419,402,486,1494.28,355.66,30,20.32,45.49,53,20,181.05,403.33,353,199,BENIGN
13363,68533,443,304,4470,2787,351,27,176.25,8.54,33,17.01,7.43,20,27,531.31,293.43,988,454,BENIGN
58666,24287,212,479,13777,12314,384,400,1204.05,160.38,35,39.28,27.62,14,10,67.13,30.81,362,68,BENIGN
11146,80416,452,295,8893,5722,989,257,672.76,16.1,24,27.81,11.39,21,6,762.23,91.62,196,348,BENIGN
56429,39144,20,13,7799,4121,1370,280,316.53,394.95,38,78.35,39.54,1,45,179.46,0.59,742,312,BENIGN
46630,84879,359,444,13710,13075,1330,250,248.41,28.11,29,57.27,4.32,20,21,952.85,197.73,599,119,BENIGN
52059,18806,406,24,7656,7809,574,1479,1134.57,27.45,28,38.66,4.76,10,28,82.76,208.69,597,158,BENIGN
54113,51469,26,394,1805,11727,168,1115,537.51,96.31,25,19.24,45.93,25,11,894.07,255.38,928,141,BENIGN
10245,51371,48,189,14285,4487,1286,282,1413.17,120.06,31,90.62,13.72,43,42,364.65,129.4,473,215,BENIGN
64880,77161,65,459,5353,9334,575,359,391.18,165.42,34,36.04,26.15,12,29,723.9,197.19,971,497,BENIGN
31512,79011,425,108,4776,14256,942,500,588.86,310.31,31,75.89,43.79,50,1,235.28,233.38,200,346,BENIGN
39203,84674,438,291,7124,6738,281,1228,306.36,28.48,29,87.4,5.86,87,25,175.76,122.13,817,322,MALICIOUS
2992,52961,488,74,13286,9160,1190,985,108.19,0.67,34,7.89,3.16,78,4,581.19,117.08,610,423,BENIGN
18386,15890,469,351,14528,9343,1033,762,1008.51,217.78,27,71.28,5.11,23,45,355.17,407.99,851,344,BENIGN
17359,65312,54,88,8608,2887,108,1393,518.88,319.47,24,46.46,48.67,16,22,167.8,426.18,835,449,MALICIOUS
18553,47510,202,156,3672,14272,661,611,619.23,111.77,27,5.05,42.46,9,41,319.54,40.77,241,9,BENIGN
43764,55138,427,122,8795,14239,118,759,609.94,264.36,30,90.69,40.15,99,18,774.33,378.26,389,292,BENIGN
63449,98882,57,321,12848,711,751,155,528.52,126.22,37,69.75,24.35,86,35,846.12,248.17,174,153,BENIGN
56649,76518,87,403,8781,2520,259,836,1206.26,17.08,36,47.94,4.99,4,17,815.24,55.98,49,458,BENIGN
12787,35465,266,277,10445,12654,1498,748,741.73,40.59,33,53.96,18.3,74,21,577.01,405.12,602,118,BENIGN
27004,55803,152,36,78,14596,375,368,1213.5,420.61,21,61.65,18.83,27,44,777.18,37.0,767,285,BENIGN
4004,37782,56,38,68,8382,482,1093,250.85,455.99,33,67.69,33.33,13,14,623.72,290.61,157,24,MALICIOUS
63939,50200,312,66,5825,2277,355,353,396.25,186.75,26,98.48,42.66,95,45,641.35,212.9,489,128,BENIGN
61880,64389,52,303,11590,6214,1102,93,850.15,426.33,20,80.85,10.94,32,46,190.96,226.6,381,352,BENIGN
8219,4108,134,233,3299,6706,983,1413,82.57,170.88,24,87.75,43.6,34,26,753.62,136.52,686,68,BENIGN
46587,16824,391,301,3420,9791,684,78,110.09,464.1,27,77.54,7.8,12,44,488.62,440.03,907,61,MALICIOUS
60513,40202,190,208,13786,6619,300,1497,200.55,412.37,20,79.31,32.06,88,35,732.37,21.81,898,308,BENIGN
48951,93536,294,136,3829,12435,297,918,599.71,269.09,32,0.7,19.45,57,46,419.59,135.33,576,420,BENIGN
48837,38629,352,120,14719,3562,1285,1471,1001.96,182.48,24,19.73,45.76,99,20,479.85,449.83,276,434,BENIGN
49770,45459,474,194,4974,9085,933,763,1127.8,395.95,28,89.93,30.79,28,36,546.08,76.94,200,221,BENIGN
17931,20872,81,102,1271,6059,457,1432,429.27,366.49,21,7.76,45.16,96,21,713.16,300.65,311,188,BENIGN
52877,1594,387,116,4023,736,1301,367,193.25,345.65,31,33.49,24.47,48,47,387.03,192.03,677,225,BENIGN
61736,12425,490,119,10964,11844,660,779,975.32,434.1,34,26.71,45.6,49,2,566.39,307.48,660,215,MALICIOUS
13692,56635,278,208,1559,2833,681,1413,542.64,251.21,24,18.95,33.54,6,5,353.35,488.79,986,448,BENIGN
24668,76141,330,411,8519,12850,1270,917,338.65,59.78,27,79.54,3.02,67,15,262.33,322.39,294,33,BENIGN
55742,60821,167,139,5902,2863,639,467,656.18,232.98,20,36.38,1.02,72,24,214.45,371.41,732,479,BENIGN
30222,1050,382,468,4946,4160,901,785,599.77,275.45,31,48.54,22.75,89,8,971.29,42.08,556,478,BENIGN
62832,53664,54,201,1557,587,191,109,1102.27,448.92,39,17.44,14.22,32,9,666.58,81.31,874,81,BENIGN
62087,31014,26,162,3298,1479,1002,200,1095.98,359.13,28,92.67,39.57,65,19,484.16,180.33,998,438,BENIGN
15430,12412,338,128,1173,1782,1298,1343,165.44,347.43,30,47.93,30.14,83,29,191.72,33.08,419,21,BENIGN
63425,38949,17,283,9305,1067,338,612,347.86,398.49,33,30.22,42.73,89,2,398.36,145.24,402,93,BENIGN
39165,58446,59,27,11936,1818,439,167,1330.24,461.1,29,61.18,12.76,79,37,547.42,44.7,283,33,MALICIOUS
24720,24223,149,56,3431,2568,772,1273,911.98,88.84,34,81.51,15.02,14,24,387.51,97.58,752,55,MALICIOUS
22848,22454,229,221,2905,906,758,741,1450.79,221.3,39,84.51,0.91,21,37,977.67,79.09,599,323,BENIGN
46374,44541,47,343,3565,5041,674,73,64.46,81.52,39,32.52,35.01,62,38,560.87,342.66,659,182,BENIGN
46976,28463,56,256,9519,9433,782,1208,1287.99,367.31,27,14.9,29.26,73,1,602.11,143.07,470,0,BENIGN
35044,38526,48,26,1219,13844,845,1039,955.14,265.78,35,68.31,44.07,31,44,928.66,5.02,900,3,BENIGN
44022,3619,94,123,4235,4110,170,284,554.85,267.42,22,11.56,23.52,91,6,580.47,358.59,341,54,BENIGN
37230,12985,477,331,7826,13650,825,42,878.68,200.2,38,77.26,0.12,55,22,856.5,131.71,341,39,BENIGN
30932,41382,222,489,223,9593,756,1240,528.28,350.24,23,14.69,3.07,89,40,324.6,452.22,454,36,BENIGN
27562,98353,218,438,14701,3112,1271,742,521.61,263.7,24,41.71,49.26,33,22,150.2,258.31,40,66,MALICIOUS
56824,7730,212,480,3624,690,50,441,78.23,244.92,35,93.5,25.82,38,9,423.43,64.5,463,163,BENIGN
9655,37753,52,348,14333,14469,798,1040,35.12,366.86,30,20.81,27.85,17,18,848.4,218.76,557,415,BENIGN
6666,99053,100,435,2236,31,497,228,873.21,123.38,34,22.98,25.17,13,42,521.93,36.96,819,83,BENIGN
25673,9198,348,437,6783,10665,451,1348,551.29,238.55,39,53.71,14.6,54,35,762.57,441.57,647,164,MALICIOUS
30943,16383,441,98,11233,9754,665,624,1300.46,264.22,22,63.26,27.14,73,14,289.5,351.9,837,403,BENIGN
26576,29233,290,44,3057,7572,1035,475,433.19,226.56,30,36.19,4.63,64,31,948.0,227.53,49,115,BENIGN
25523,23400,212,317,8165,12459,305,92,981.35,357.19,33,34.73,27.54,43,36,571.91,474.89,444,229,MALICIOUS
26230,61074,82,27,2766,9534,60,1204,528.53,24.72,28,29.68,16.91,61,27,18.66,378.9,765,221,BENIGN
32180,82329,42,395,5988,8399,1389,1199,904.15,287.41,28,15.05,29.14,72,48,273.45,353.9,996,63,BENIGN
61246,84295,453,145,1211,10838,240,621,1267.1,218.64,37,27.68,14.43,51,36,183.49,233.24,877,350,BENIGN
9374,83911,120,92,3808,12836,336,1133,613.62,457.56,30,60.83,11.13,6,21,276.35,290.35,587,456,MALICIOUS
64663,80466,358,368,11567,1018,1013,1355,665.57,196.87,27,40.57,26.16,63,21,163.41,458.47,801,331,BENIGN
28238,44253,350,192,8234,594,1211,143,901.98,240.38,25,89.61,9.75,42,31,727.88,20.13,183,331,BENIGN
49517,51479,281,438,9528,9651,463,1148,1403.87,219.19,24,44.09,11.27,55,32,377.96,225.69,397,378,BENIGN
12543,55570,413,278,327,12750,460,996,689.72,79.66,37,74.51,45.74,23,28,693.48,143.04,951,258,BENIGN
57400,36090,147,448,1465,2404,68,537,1440.06,322.99,29,35.07,1.85,58,17,484.56,379.21,274,401,BENIGN
50339,79717,364,431,303,10056,0,1451,978.14,117.63,35,64.04,20.83,72,4,694.66,404.33,730,304,BENIGN
64405,73125,26,329,12843,12526,1251,1388,1095.97,249.68,23,87.59,5.16,29,27,783.48,182.32,641,61,MALICIOUS
17549,9100,80,18,10161,9700,946,1246,1145.62,228.52,28,9.02,46.7,51,24,231.7,97.65,505,236,BENIGN
38865,58998,382,100,2391,13489,49,1336,533.89,239.93,32,45.03,22.22,13,1,815.36,393.44,735,88,BENIGN
13582,1336,123,207,2748,1206,745,1058,499.9,350.5,39,86.66,29.36,70,19,21.0,412.43,503,102,BENIGN
46866,26819,365,88,12851,4425,322,290,846.96,382.83,21,50.35,2.02,91,11,999.9,296.69,862,499,BENIGN
30091,3292,124,445,3578,5827,777,1330,1403.15,240.12,38,25.3,47.96,81,9,279.32,250.13,796,284,BENIGN
8749,2271,68,104,14425,3911,75,838,1284.12,10.85,33,75.83,25.25,85,6,494.4,343.84,494,347,BENIGN
37555,65717,278,224,2004,3345,341,1393,718.12,12.87,25,23.89,37.91,16,34,286.52,15.06,102,462,BENIGN
9902,60041,405,312,7575,10269,660,624,1044.66,418.37,28,62.17,13.55,69,3,832.85,306.57,444,114,BENIGN
8802,43920,50,309,9775,8818,233,1217,474.17,268.53,26,35.24,18.35,25,25,962.31,251.59,513,482,BENIGN
60300,93948,454,325,13427,11846,1177,1219,1370.53,116.82,35,63.02,1.64,97,24,893.53,440.72,792,309,MALICIOUS
48694,28082,292,337,10314,5982,1441,1297,911.37,9.82,22,80.46,24.13,23,1,891.7,121.38,423,199,BENIGN
33111,20542,12,145,14803,10288,1015,687,1385.42,356.51,24,53.54,30.31,17,21,755.7,175.8,522,66,BENIGN
13170,68123,70,335,11414,3532,674,1260,809.52,172.79,21,9.4,44.56,74,5,156.45,200.14,802,494,BENIGN
11827,10226,217,355,1195,9357,1070,1490,460.67,419.93,28,95.64,29.95,63,35,968.22,464.66,744,370,BENIGN
65276,20334,15,302,13033,10272,417,195,1093.57,37.3,31,64.09,5.65,12,27,870.81,64.78,853,382,BENIGN
18484,9982,404,392,12707,8756,34,118,1391.91,399.37,36,48.36,23.72,39,4,85.07,266.17,423,267,BENIGN
40675,77090,49,122,14963,13481,965,1064,1126.18,440.08,24,61.0,34.75,69,6,360.42,484.53,103,309,BENIGN
10063,67558,320,377,547,7624,1163,1431,1061.69,24.12,26,45.41,13.04,1,13,495.33,393.99,230,228,BENIGN
59886,6780,66,0,582,7082,300,411,1338.38,259.76,22,13.22,47.35,95,31,619.06,325.76,125,49,BENIGN
20659,53232,403,359,12411,276,1473,621,330.38,248.77,38,35.67,17.81,93,15,105.38,338.3,502,428,BENIGN
21919,17367,35,175,13680,7541,1254,1291,1105.99,325.92,33,70.89,40.21,17,42,511.02,304.09,29,309,BENIGN
33586,47738,108,398,2524,2111,451,894,1000.34,487.58,37,8.55,5.2,98,18,737.52,475.59,454,82,BENIGN
64987,48560,291,185,10451,845,1081,720,1289.45,276.41,31,54.95,2.34,91,39,137.51,16.38,626,55,MALICIOUS
46071,17938,28,164,954,4483,1243,1411,774.08,16.33,26,42.62,30.99,23,41,672.59,360.26,716,455,BENIGN
62095,50796,143,234,5635,8342,536,1129,917.47,80.53,20,74.76,44.1,73,38,290.73,375.73,230,247,MALICIOUS
6698,93583,43,228,8504,14252,261,987,421.9,259.13,23,22.6,30.24,28,39,481.91,366.0,368,89,MALICIOUS
56326,12016,374,467,14237,7424,931,243,388.41,202.78,37,93.06,30.11,9,27,444.44,32.3,827,407,BENIGN
5970,36526,428,11,12622,3490,23,38,30.84,401.37,22,75.71,30.63,87,47,722.71,33.95,183,96,BENIGN
17432,2386,37,350,6445,2932,1143,78,575.87,298.32,34,28.39,38.21,71,15,562.99,174.56,470,349,BENIGN
51082,49081,77,386,10515,3762,679,791,1410.22,275.71,25,25.49,35.55,91,11,838.94,165.01,52,128,BENIGN
7969,15146,499,430,3094,8332,1040,1454,315.67,488.55,24,93.51,24.9,8,6,59.42,484.31,649,241,BENIGN
9385,865,65,351,4804,5644,468,1387,684.99,420.36,38,48.19,20.99,76,8,705.38,202.61,466,330,BENIGN
32108,58951,209,420,14370,14033,1194,1439,1045.5,163.27,29,83.41,14.53,74,4,96.22,273.22,585,49,BENIGN
59480,46851,238,364,517,13748,1307,1196,763.53,156.6,21,46.56,21.97,59,10,347.21,245.58,198,388,BENIGN
61096,35145,248,2,9531,6072,352,1259,1230.44,441.26,30,9.69,10.95,24,10,810.48,133.16,425,275,BENIGN
48858,25902,49,265,8307,8582,526,360,402.63,28.32,37,9.3,47.7,60,39,468.04,130.48,209,256,BENIGN
42148,18489,60,382,748,7362,1464,1267,939.72,269.07,31,46.29,9.32,77,46,827.1,211.2,734,82,BENIGN
37609,2592,28,453,10768,14209,1399,513,734.92,294.13,29,17.8,11.28,85,7,272.79,287.67,50,252,BENIGN
56674,32396,367,475,3855,4597,899,432,141.29,330.38,37,87.32,20.52,19,16,558.97,372.48,491,336,BENIGN
41226,98209,286,462,2372,10799,1298,848,411.94,422.24,28,35.39,29.18,48,34,6.61,394.84,299,275,BENIGN
64232,8503,477,402,10694,9338,844,1004,577.79,83.2,33,59.72,38.66,8,41,690.03,123.8,428,297,MALICIOUS
5298,36701,469,439,6824,11975,125,345,131.34,316.49,28,87.06,4.35,23,6,867.5,190.57,413,10,BENIGN
14456,84625,484,284,8589,8877,59,118,407.04,161.68,37,27.59,39.47,54,9,642.85,120.58,329,465,BENIGN
43115,15835,324,395,14928,11411,1134,1028,244.54,228.83,31,82.06,48.13,93,45,712.07,118.13,544,204,BENIGN
59785,66479,58,354,14528,14205,302,66,1350.81,216.54,21,92.85,16.08,97,1,425.91,108.29,906,234,BENIGN
61940,15705,279,150,12234,8168,13,1099,183.67,90.66,26,4.56,0.9,62,49,748.05,152.75,712,475,BENIGN
12972,7835,9,195,1369,3003,824,468,98.49,40.32,25,83.57,49.34,82,4,394.86,94.89,145,316,MALICIOUS
26002,19565,260,309,3883,11883,583,702,348.16,208.68,27,49.3,24.45,94,21,726.64,262.81,556,331,BENIGN
31316,403,419,157,436,14905,1308,67,104.11,319.11,37,72.67,5.01,82,48,89.51,39.89,192,159,BENIGN
12611,96196,239,78,2500,6968,814,262,421.46,429.05,27,86.16,15.71,28,49,410.96,303.33,260,490,MALICIOUS
6252,31463,266,259,7468,14384,866,158,1045.54,458.81,28,35.86,33.8,8,37,10.28,74.55,820,266,MALICIOUS
47638,10561,227,440,5496,3144,1357,894,92.74,313.78,30,7.56,13.81,15,16,230.67,375.74,663,403,BENIGN
61905,46010,498,436,9353,6294,526,458,356.55,277.45,26,93.16,38.61,96,49,782.18,394.41,680,87,MALICIOUS
49509,47216,400,402,12047,11666,864,790,780.52,3.31,29,14.22,6.36,85,30,493.97,355.64,261,82,BENIGN
20892,39719,56,352,6435,6582,1195,214,521.4,208.67,24,91.59,26.91,31,2,892.0,66.55,918,275,BENIGN
41976,97234,361,306,2220,1463,673,1446,1479.92,214.94,22,94.56,25.95,97,1,802.38,279.97,968,18,BENIGN
3895,1335,498,313,935,5854,1459,112,720.36,250.26,37,99.55,23.17,40,1,368.04,494.87,397,76,BENIGN
18817,35776,100,98,7162,8356,76,639,519.6,218.99,32,75.45,27.84,42,9,35.92,112.92,441,396,BENIGN
1883,4735,385,220,14345,5985,130,1169,384.13,238.53,35,14.55,8.92,36,16,923.89,391.7,244,57,BENIGN
19588,34061,53,354,1676,6198,348,963,656.06,251.7,21,64.61,29.78,46,36,766.24,167.95,36,258,BENIGN
45270,93533,389,249,843,13566,152,222,1099.53,99.93,33,9.34,24.3,83,15,332.89,156.82,617,149,BENIGN
50164,75046,350,374,2857,10250,602,1302,286.64,449.83,28,87.52,35.85,11,11,581.15,172.14,577,220,BENIGN
23367,17261,275,122,6355,88,1176,250,209.84,462.27,25,87.13,11.22,35,40,530.14,16.09,551,17,BENIGN
39400,38453,273,422,661,11361,1495,504,1172.48,193.68,34,32.28,44.27,31,36,448.73,75.17,884,237,BENIGN
7877,81532,369,135,9757,11910,361,311,781.05,184.5,32,1.1,7.23,94,4,711.05,206.31,604,103,BENIGN
58352,30727,337,451,11833,13841,1395,1,1399.5,470.89,38,19.97,41.63,38,43,82.12,21.46,499,403,BENIGN
58714,24808,35,155,14822,11801,828,1161,56.71,336.72,27,72.86,47.34,14,13,479.25,63.38,489,115,BENIGN
50960,47003,9,365,7512,9415,680,342,1136.92,92.44,38,0.79,4.82,0,47,582.98,385.15,514,441,BENIGN
45786,52503,302,114,11010,2656,851,627,1086.62,253.81,25,70.77,43.04,27,14,43.76,382.01,768,188,BENIGN
6707,49635,417,323,5060,5187,1397,238,83.14,104.76,33,3.51,17.02,66,34,742.64,48.76,883,324,BENIGN
45787,16938,491,209,1743,7856,1275,893,725.2,371.37,34,17.53,19.9,29,25,380.51,392.71,212,384,BENIGN
22314,15530,129,457,10911,5884,463,1360,1487.2,387.13,24,94.51,4.39,13,10,235.86,161.67,217,364,MALICIOUS
30309,20000,294,473,13246,866,664,480,1015.3,481.64,32,69.16,23.47,28,36,546.29,385.22,375,249,BENIGN
16062,15534,52,494,12400,9934,1034,1136,730.22,416.38,20,69.28,44.72,40,38,961.81,488.35,744,82,BENIGN
54455,99426,434,495,9086,2770,298,974,519.08,427.57,27,93.45,31.92,37,43,379.47,442.52,647,305,BENIGN
48644,88735,156,75,4129,563,222,454,167.1,309.48,36,49.27,19.38,32,43,609.05,132.41,687,418,BENIGN
27279,41743,94,467,14926,3773,791,493,108.93,193.24,39,68.66,8.45,82,14,799.58,336.07,709,79,MALICIOUS
9004,14422,285,297,4277,14048,1254,570,305.77,22.45,37,71.3,18.4,34,4,281.5,25.64,964,318,BENIGN
22477,46508,399,428,4412,8376,654,1271,1467.08,451.65,24,76.61,30.39,57,39,376.52,393.51,302,485,BENIGN
7737,29464,167,458,5405,226,1099,368,791.72,146.51,35,0.93,26.53,15,31,72.52,388.67,65,250,BENIGN
45226,80885,171,407,12585,8151,593,777,1014.09,176.21,27,52.62,27.69,22,24,79.59,206.42,673,298,BENIGN
4202,15193,36,80,2636,5613,73,131,658.86,117.93,34,11.02,30.46,70,23,272.9,198.36,421,77,BENIGN
40410,57640,116,362,13229,2963,310,346,1150.47,17.29,28,96.98,24.05,73,24,913.9,325.55,644,266,BENIGN
54905,101,128,32,13369,7554,1416,740,593.24,113.01,24,52.07,34.24,11,25,583.91,343.94,505,312,BENIGN
14003,84226,363,317,13396,14636,188,1415,22.37,491.19,23,11.23,20.56,46,47,557.22,81.2,449,359,BENIGN
22445,98665,37,76,5454,13579,1069,1118,521.08,60.21,33,33.83,7.03,80,5,327.05,387.97,827,323,MALICIOUS
4941,34305,475,215,8579,410,1071,1078,1117.95,481.56,22,96.91,31.02,0,5,369.55,20.99,448,204,BENIGN
62660,34926,171,247,824,2057,191,565,585.33,220.59,34,30.23,7.26,31,21,19.56,64.11,331,19,BENIGN
34077,38515,183,236,13390,11752,955,263,804.57,478.62,29,53.78,25.98,25,26,383.88,428.9,930,424,BENIGN
63596,62182,101,408,13923,10728,913,1409,1156.52,42.76,30,74.7,7.46,85,27,338.26,97.14,321,212,BENIGN
24127,56994,10,463,7029,10490,599,303,1373.58,191.46,22,67.07,5.33,68,8,184.14,471.94,861,14,MALICIOUS
5289,871,264,421,12815,10873,432,1200,521.71,121.53,28,75.12,31.12,81,10,670.47,464.07,678,323,MALICIOUS
45293,64177,111,197,467,14061,1017,1268,754.36,370.51,29,1.37,24.07,23,10,993.02,328.04,632,498,BENIGN
16326,48923,317,495,13818,10328,625,764,523.72,101.4,33,33.15,1.3,38,21,857.01,97.82,952,113,BENIGN
62097,34104,360,266,3816,4148,427,912,1184.16,386.23,33,73.88,24.27,43,22,614.46,224.87,125,293,BENIGN
41757,8370,85,189,14825,2109,1079,100,667.2,40.18,24,30.16,18.29,78,9,644.97,116.45,684,161,MALICIOUS
49392,29707,242,36,12502,3504,175,1100,1490.66,293.91,37,23.97,21.92,5,36,651.49,351.29,624,76,BENIGN
11622,20328,304,188,3558,8490,321,788,1102.72,435.63,35,42.58,44.78,48,13,411.34,53.99,552,388,BENIGN
37650,39198,415,164,8001,12051,498,183,1001.76,397.17,35,64.18,27.2,23,21,410.53,361.12,682,77,BENIGN
24681,10262,31,495,5029,11425,1355,467,890.54,39.96,28,50.33,41.94,74,46,972.39,273.78,426,189,BENIGN
11912,43239,463,336,3358,2146,917,710,154.46,123.86,20,90.84,48.3,27,8,717.25,263.04,62,283,BENIGN
34233,74837,129,251,3260,5864,1474,865,422.97,367.11,20,63.55,37.03,37,43,412.27,170.71,84,51,BENIGN
